Age,Gender,Item Purchased,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Shipping Type,Promo Code Used,Previous Purchases,Payment Method
52.0,Female,Pajamas,53.84377375791269,Virginia,M,Terra cotta,Winter,4.0,2-Day Shipping,Yes,4,Debit Card
22.0,Male,Handbag,40.87315895076773,Delaware,M,Lavender,Spring,2.0,2-Day Shipping,Yes,0,Debit Card
36.0,Male,Dress,40.91774930448752,Pennsylvania,L,Pale peach,Fall,4.0,2-Day Shipping,Yes,20,Debit Card
30.0,Male,Scarf,50.04553491192659,California,M,Terra cotta,Winter,5.0,2-Day Shipping,Yes,20,Debit Card
34.0,Male,Shorts,50.82729210242159,Tennessee,M,Lavender,Summer,5.0,Standard,Yes,3,Debit Card
25.0,Female,Backpack,48.839076385761786,Pennsylvania,M,Black,Winter,4.0,Standard,Yes,1,Debit Card
26.0,Female,Boots,42.09510248784348,Vermont,L,Burnt orange,Winter,1.0,Express,Yes,8,Debit Card
18.0,Non-binary,Sweater,58.31431643812123,Tennessee,L,Muted mustard yellow,Winter,4.0,2-Day Shipping,Yes,20,Debit Card
22.0,Male,Shorts,51.35875035876093,New Jersey,M,Pale peach,Summer,4.0,2-Day Shipping,Yes,3,Debit Card
23.0,Female,Dress,46.51063118855963,Colorado,L,Baby blue,Spring,1.0,2-Day Shipping,Yes,0,Debit Card
27.0,Female,Pajamas,50.73423797803654,Georgia,S,Black,Winter,2.0,Standard,Yes,0,Debit Card
20.0,Female,Dress,40.7462052149444,Montana,L,Lemon yellow,Summer,2.0,2-Day Shipping,Yes,1,Debit Card
36.0,Female,Pajamas,52.23280774729255,Alabama,M,Aubergine,Winter,4.0,2-Day Shipping,Yes,12,Debit Card
25.0,Male,Running Shoes,51.28055632292185,Virginia,S,Pale peach,Summer,5.0,2-Day Shipping,Yes,6,Debit Card
40.0,Male,Shorts,49.55742936576892,Oklahoma,M,Pale peach,Summer,4.0,2-Day Shipping,Yes,6,Debit Card
46.0,Male,Socks,40.90269317956677,Indiana,S,Brick red,Winter,5.0,2-Day Shipping,Yes,1,Debit Card
28.0,Female,Shorts,52.234374980451385,Arkansas,L,Burnt orange,Fall,4.0,2-Day Shipping,Yes,15,Debit Card
19.0,Male,Pajamas,56.66572488589035,New Mexico,L,Ruby Red,Winter,5.0,2-Day Shipping,Yes,13,Debit Card
34.0,Male,Shorts,52.251901160910506,Wyoming,S,Lemon yellow,Summer,4.0,2-Day Shipping,Yes,5,Debit Card
28.0,Female,Scarf,40.59121534595448,Massachusetts,L,Aubergine,Winter,4.0,2-Day Shipping,Yes,0,Debit Card
33.0,Male,Pajamas,46.23002259039777,New York,XL,Brick red,Winter,4.0,2-Day Shipping,Yes,1,Debit Card
29.0,Female,Backpack,55.541989480345165,Delaware,M,Ruby Red,Fall,5.0,Standard,Yes,8,Debit Card
29.0,Female,Running Shoes,46.72873684139314,Maryland,M,Terra cotta,Fall,5.0,Standard,Yes,0,Debit Card
28.0,Male,Backpack,42.50058446940821,California,M,Terra cotta,Fall,4.0,2-Day Shipping,Yes,2,Debit Card
20.0,Female,Jacket,52.38911106861728,Massachusetts,M,Brown,Winter,5.0,2-Day Shipping,Yes,7,Debit Card
40.0,Female,Handbag,60.02887944223495,Rhode Island,M,Pale peach,Summer,4.0,2-Day Shipping,Yes,5,Debit Card
36.0,Male,Running Shoes,46.73309686755231,New Mexico,M,Aubergine,Summer,4.0,2-Day Shipping,Yes,0,Debit Card
26.0,Male,Leggings,52.8586679631415,Tennessee,M,Terra cotta,Fall,5.0,2-Day Shipping,Yes,16,Debit Card
30.0,Female,Backpack,47.9389961043475,Alaska,L,Aubergine,Fall,1.0,2-Day Shipping,Yes,3,Debit Card
40.0,Female,Scarf,52.226321314376506,Louisiana,M,Periwinkle,Fall,4.0,Standard,Yes,9,Debit Card
21.0,Male,Jeans,46.40194591624153,Wyoming,M,Mauve,Fall,5.0,Standard,Yes,2,Debit Card
29.0,Female,Running Shoes,49.6364858639384,West Virginia,M,Lemon yellow,Spring,5.0,2-Day Shipping,Yes,1,Debit Card
28.0,Male,Pajamas,45.09722025197432,California,M,Mauve,Winter,4.0,Standard,Yes,6,Debit Card
41.0,Male,Shorts,51.56655378861932,Mississippi,M,Periwinkle,Spring,5.0,Standard,Yes,15,Debit Card
41.0,Female,Leggings,53.90871383526368,Utah,S,Aubergine,Winter,5.0,2-Day Shipping,Yes,3,PayPal
27.0,Male,Leggings,52.26600450288176,Kentucky,M,Brick red,Fall,4.0,Standard,Yes,3,PayPal
38.0,Male,Jeans,45.85123231819221,Wisconsin,M,Aubergine,Fall,4.0,2-Day Shipping,Yes,9,PayPal
26.0,Female,Sunglasses,45.50764971110661,Alaska,M,Aubergine,Fall,2.0,Standard,Yes,4,PayPal
21.0,Female,Dress,36.80994373788617,Delaware,L,Baby blue,Summer,4.0,Standard,Yes,19,PayPal
19.0,Female,Leggings,43.59136735963859,Louisiana,S,Brick red,Winter,4.0,2-Day Shipping,Yes,0,PayPal
41.0,Female,T-shirt,48.43136950741818,Connecticut,M,Lavender,Summer,4.0,2-Day Shipping,Yes,0,PayPal
41.0,Male,Leggings,57.57406894542714,South Carolina,M,Brick red,Fall,2.0,Standard,Yes,8,PayPal
38.0,Female,Sunglasses,55.45831810770397,Kentucky,L,Pale peach,Summer,5.0,2-Day Shipping,Yes,13,PayPal
33.0,Male,Scarf,43.509695462017824,Louisiana,L,Black,Winter,5.0,Standard,Yes,2,PayPal
28.0,Male,Dress,42.12619849731199,Mississippi,S,Pale peach,Summer,4.0,2-Day Shipping,Yes,20,PayPal
24.0,Female,Jacket,50.34952456099616,Hawaii,L,Terra cotta,Winter,4.0,2-Day Shipping,Yes,4,PayPal
32.0,Female,Shorts,52.00863846662652,Connecticut,M,Lavender,Spring,4.0,2-Day Shipping,Yes,1,PayPal
43.0,Male,T-shirt,66.58926233520134,Delaware,L,Periwinkle,Summer,4.0,2-Day Shipping,Yes,1,PayPal
19.0,Male,Socks,45.68947602244791,South Dakota,L,Pale peach,Winter,4.0,Standard,Yes,4,PayPal
53.0,Male,Socks,52.87761086613709,California,XL,Aubergine,Fall,5.0,2-Day Shipping,Yes,12,PayPal
24.0,Male,T-shirt,51.590289537811,Louisiana,XL,Turquoise,Summer,1.0,2-Day Shipping,Yes,1,PayPal
25.0,Male,Gloves,53.15745641354559,Maine,L,Black,Winter,4.0,2-Day Shipping,Yes,0,PayPal
54.0,Male,Dress,43.42132503807653,Nebraska,XL,Muted mustard yellow,Fall,5.0,Standard,Yes,5,PayPal
24.0,Male,Belt,50.59293049108419,Virginia,L,Mauve,Fall,1.0,2-Day Shipping,Yes,0,PayPal
52.0,Female,T-shirt,53.43975640603856,Maine,XL,Lemon yellow,Spring,2.0,Express,Yes,9,PayPal
32.0,Male,Socks,48.56659854087703,Washington,L,Black,Fall,5.0,2-Day Shipping,Yes,7,PayPal
21.0,Male,Sunglasses,50.921414464894994,Alabama,M,Lavender,Summer,4.0,2-Day Shipping,Yes,15,PayPal
31.0,Female,Shorts,57.49633333126461,Maryland,L,Baby blue,Summer,5.0,2-Day Shipping,Yes,1,PayPal
42.0,Male,Pajamas,64.28401980334715,Alaska,XL,Fuchsia,Fall,2.0,2-Day Shipping,Yes,8,PayPal
23.0,Female,Backpack,39.2638415597438,Maryland,XL,Brown,Winter,2.0,2-Day Shipping,Yes,1,PayPal
46.0,Female,Running Shoes,59.84304336534441,Indiana,M,Lavender,Summer,4.0,2-Day Shipping,Yes,5,PayPal
18.0,Male,Handbag,50.76737554697146,North Carolina,L,Fuchsia,Spring,1.0,2-Day Shipping,Yes,9,PayPal
23.0,Male,Jeans,56.80857010158527,Nevada,S,Mauve,Fall,5.0,2-Day Shipping,Yes,2,PayPal
53.0,Non-binary,Sunglasses,52.38770776381647,Washington,S,Pale peach,Summer,4.0,2-Day Shipping,Yes,14,PayPal
63.0,Female,Dress,44.03451176176735,Virginia,L,Periwinkle,Spring,4.0,2-Day Shipping,Yes,1,PayPal
37.0,Male,Socks,46.50469132820196,Tennessee,L,Burnt orange,Fall,5.0,2-Day Shipping,Yes,3,PayPal
18.0,Male,Jacket,53.519021146734175,Ohio,M,Ruby Red,Winter,5.0,Express,Yes,8,PayPal
26.0,Male,Running Shoes,43.98916457672981,Maine,L,Turquoise,Spring,4.0,2-Day Shipping,Yes,2,PayPal
35.0,Female,Leggings,53.28404846190514,Maine,M,Muted mustard yellow,Winter,4.0,2-Day Shipping,Yes,0,PayPal
38.0,Female,Scarf,47.08077095368018,New Hampshire,L,Terra cotta,Winter,2.0,2-Day Shipping,Yes,20,PayPal
28.0,Female,Handbag,53.468037470544616,Indiana,M,Periwinkle,Spring,5.0,2-Day Shipping,Yes,19,PayPal
36.0,Male,Sweater,55.29107239899646,Nevada,L,Pale peach,Winter,4.0,2-Day Shipping,Yes,6,PayPal
35.0,Female,Sweater,42.15725923413841,Oregon,L,Brick red,Winter,5.0,Standard,Yes,3,PayPal
36.0,Male,Gloves,47.25340727188208,Missouri,S,Burnt orange,Winter,5.0,Standard,Yes,0,PayPal
42.0,Male,Shorts,52.3891906612483,Hawaii,M,Lavender,Summer,4.0,2-Day Shipping,Yes,12,PayPal
35.0,Male,Running Shoes,49.02081205187373,North Carolina,S,Pale peach,Spring,4.0,Standard,Yes,14,PayPal
25.0,Male,Shorts,49.98870242218261,Utah,M,Lavender,Summer,2.0,2-Day Shipping,Yes,2,PayPal
45.0,Male,Dress,45.4569652984097,Michigan,L,Turquoise,Summer,4.0,2-Day Shipping,Yes,20,PayPal
23.0,Female,Pajamas,39.695389340068814,Alaska,L,Brown,Fall,4.0,2-Day Shipping,Yes,1,PayPal
27.0,Male,T-shirt,58.04196241185129,Ohio,M,Ruby Red,Summer,4.0,2-Day Shipping,Yes,10,PayPal
32.0,Male,T-shirt,53.96780998091427,Florida,M,Lavender,Spring,5.0,Standard,Yes,9,PayPal
24.0,Male,Shorts,45.13309758515263,North Dakota,M,Lavender,Summer,4.0,2-Day Shipping,Yes,14,PayPal
42.0,Non-binary,Pajamas,50.0612262843849,Minnesota,L,Ruby Red,Fall,5.0,Standard,Yes,0,PayPal
19.0,Female,Backpack,54.276238492422976,Florida,M,Terra cotta,Winter,4.0,2-Day Shipping,Yes,1,PayPal
32.0,Female,Scarf,52.49416696425651,Oregon,M,Burnt orange,Winter,4.0,Standard,Yes,3,PayPal
30.0,Female,Shorts,45.856790910290215,New Jersey,S,Black,Fall,5.0,Standard,Yes,9,PayPal
51.0,Male,Shorts,48.10559522471265,Maine,L,Baby blue,Spring,1.0,Standard,Yes,1,PayPal
37.0,Male,Shorts,58.85126719535597,Louisiana,S,Lemon yellow,Summer,4.0,2-Day Shipping,Yes,20,PayPal
48.0,Female,Leggings,47.59933423198044,South Carolina,M,Burnt orange,Winter,4.0,2-Day Shipping,Yes,2,PayPal
28.0,Female,Backpack,48.74778713022814,Maryland,M,Black,Winter,5.0,2-Day Shipping,Yes,4,PayPal
32.0,Male,Jeans,41.05727294566928,Louisiana,L,Burnt orange,Fall,4.0,2-Day Shipping,Yes,0,PayPal
34.0,Female,Shorts,55.322470610404345,California,L,White,Spring,4.0,Standard,Yes,5,PayPal
32.0,Male,Sweater,50.11123276937411,Oklahoma,L,Mauve,Fall,4.0,2-Day Shipping,Yes,13,PayPal
32.0,Male,Gloves,56.58037812710857,Maryland,M,Lavender,Fall,5.0,2-Day Shipping,Yes,0,PayPal
21.0,Male,Sweater,44.57000780719451,Oklahoma,L,Black,Winter,5.0,2-Day Shipping,Yes,2,PayPal
31.0,Female,Shorts,44.686533208279926,New Hampshire,L,Lavender,Summer,4.0,Standard,Yes,14,PayPal
30.0,Female,Jacket,51.54127616939564,Nebraska,L,Black,Winter,2.0,2-Day Shipping,Yes,3,PayPal
71.0,Female,Hoodie,42.71094197425941,Arkansas,M,Brick red,Winter,4.0,2-Day Shipping,Yes,0,PayPal
56.0,Male,Dress,52.59999037714417,Vermont,M,Lemon yellow,Summer,5.0,2-Day Shipping,Yes,1,PayPal
40.0,Female,Sunglasses,52.7032694262592,Tennessee,L,Ruby Red,Summer,2.0,2-Day Shipping,Yes,7,PayPal
37.0,Female,Dress,43.65256613851509,Mississippi,L,Pale peach,Summer,4.0,2-Day Shipping,Yes,1,PayPal
31.0,Female,Backpack,56.80705897655508,Iowa,L,Aubergine,Fall,5.0,Standard,Yes,5,PayPal
29.0,Female,T-shirt,42.81864110831005,Nevada,M,Periwinkle,Summer,5.0,2-Day Shipping,Yes,14,PayPal
24.0,Male,Pajamas,44.49461305987721,Texas,M,Brown,Fall,5.0,Next Day Air,Yes,2,PayPal
30.0,Female,Scarf,62.828501764466296,Mississippi,M,Brick red,Winter,2.0,Standard,Yes,10,PayPal
34.0,Male,Pajamas,57.96296190287031,South Dakota,M,Terra cotta,Winter,2.0,2-Day Shipping,Yes,0,PayPal
33.0,Male,Gloves,54.48339734603978,Virginia,M,Ruby Red,Winter,4.0,Standard,Yes,7,PayPal
41.0,Male,Sunglasses,47.6520016576534,Mississippi,S,Mauve,Fall,4.0,2-Day Shipping,Yes,3,PayPal
31.0,Male,Dress,42.049997232478816,Alabama,L,Turquoise,Summer,5.0,Standard,Yes,15,PayPal
23.0,Male,Running Shoes,55.51276912731522,New Jersey,M,Lemon yellow,Summer,4.0,2-Day Shipping,Yes,8,PayPal
54.0,Male,Shorts,45.811177093635145,Illinois,XL,Terra cotta,Fall,4.0,2-Day Shipping,Yes,7,Venmo
20.0,Male,Hoodie,43.101118879556864,North Dakota,L,Aubergine,Fall,4.0,Standard,Yes,13,Venmo
39.0,Female,Belt,49.881361973642406,Arkansas,M,Ruby Red,Fall,2.0,Standard,Yes,4,Venmo
19.0,Male,Leggings,49.280435759644526,North Carolina,L,Aubergine,Fall,5.0,2-Day Shipping,Yes,20,Venmo
27.0,Male,Jacket,55.02661634112534,Illinois,S,Terra cotta,Winter,4.0,Standard,Yes,2,Venmo
32.0,Female,Socks,48.70759319678212,Minnesota,M,Ruby Red,Winter,4.0,2-Day Shipping,Yes,1,Venmo
22.0,Male,Scarf,51.57661910297777,Louisiana,M,Brown,Fall,5.0,Next Day Air,Yes,6,Venmo
23.0,Female,Scarf,59.99151233684351,Idaho,S,Burnt orange,Fall,5.0,Standard,Yes,0,Venmo
30.0,Male,Backpack,58.88122330511332,Montana,L,Terra cotta,Winter,4.0,2-Day Shipping,Yes,10,Venmo
25.0,Female,Sweater,45.57250556188039,Delaware,M,White,Winter,5.0,2-Day Shipping,Yes,4,Venmo
26.0,Male,Hoodie,54.99839321366235,Massachusetts,L,Burnt orange,Winter,4.0,2-Day Shipping,Yes,12,Venmo
49.0,Female,Boots,56.27083458254167,Wyoming,M,Turquoise,Winter,4.0,Standard,Yes,8,Venmo
45.0,Male,Jeans,45.69379094904211,Arkansas,M,Burnt orange,Fall,5.0,2-Day Shipping,Yes,4,Venmo
30.0,Female,Running Shoes,55.85270555676635,Wisconsin,XL,Baby blue,Spring,2.0,Standard,Yes,1,Venmo
27.0,Male,Sunglasses,47.56390124060769,Louisiana,L,Periwinkle,Summer,5.0,2-Day Shipping,Yes,18,Venmo
21.0,Male,Backpack,50.64472923431887,Minnesota,M,Terra cotta,Winter,5.0,2-Day Shipping,Yes,1,Venmo
25.0,Female,Sunglasses,57.118744559641314,California,XL,Brown,Fall,5.0,2-Day Shipping,Yes,9,Venmo
36.0,Male,Gloves,59.03253417902121,Ohio,S,Ruby Red,Winter,4.0,2-Day Shipping,Yes,20,Venmo
47.0,Female,Sunglasses,55.30583977886915,Maryland,M,Lemon yellow,Summer,5.0,2-Day Shipping,Yes,5,Venmo
55.0,Male,Socks,51.38019871307554,West Virginia,L,Terra cotta,Winter,2.0,Standard,Yes,5,Venmo
32.0,Female,Dress,57.70735630195492,Arkansas,M,Baby blue,Summer,2.0,2-Day Shipping,Yes,0,Venmo
30.0,Female,Shorts,58.1892701355544,Kentucky,XL,Terra cotta,Summer,4.0,2-Day Shipping,Yes,6,Venmo
44.0,Female,Pajamas,47.38175949178528,Oregon,M,Brick red,Winter,5.0,2-Day Shipping,Yes,5,Venmo
28.0,Male,Pajamas,47.28195183607643,Idaho,S,Brick red,Fall,4.0,2-Day Shipping,Yes,3,Venmo
25.0,Female,Jacket,49.30193793371847,Florida,L,Aubergine,Winter,5.0,Standard,Yes,11,Venmo
35.0,Male,Pajamas,46.889011572010695,Wisconsin,S,Burnt orange,Winter,5.0,Standard,Yes,0,Venmo
22.0,Female,Backpack,48.849465044261045,Kansas,M,Pale peach,Winter,2.0,2-Day Shipping,Yes,10,Venmo
25.0,Male,Backpack,63.62494883397356,Vermont,L,Mauve,Fall,4.0,2-Day Shipping,Yes,0,Venmo
71.0,Non-binary,Gloves,54.923664167120826,Washington,L,Fuchsia,Winter,4.0,2-Day Shipping,Yes,7,Venmo
21.0,Female,T-shirt,49.72004241999608,Louisiana,L,Baby blue,Summer,5.0,2-Day Shipping,Yes,4,Venmo
27.0,Female,Gloves,52.99219361164102,Utah,S,Burnt orange,Winter,5.0,Standard,Yes,5,Venmo
40.0,Male,Shorts,43.12795632211999,Delaware,M,Fuchsia,Spring,2.0,2-Day Shipping,Yes,0,Venmo
47.0,Male,Gloves,58.7995244202908,Indiana,S,Black,Fall,4.0,Standard,Yes,1,Venmo
36.0,Female,T-shirt,46.17894781478241,Oklahoma,M,Lemon yellow,Spring,4.0,2-Day Shipping,Yes,2,Venmo
26.0,Female,Leggings,53.06713145665697,New Mexico,M,Terra cotta,Winter,4.0,2-Day Shipping,Yes,18,Venmo
35.0,Female,Shorts,46.546405389691984,Minnesota,M,Periwinkle,Summer,4.0,2-Day Shipping,Yes,1,Venmo
39.0,Female,Running Shoes,49.17715991779241,North Carolina,M,Lavender,Summer,4.0,2-Day Shipping,Yes,2,Venmo
30.0,Male,T-shirt,53.01197719428446,Oregon,S,Periwinkle,Summer,4.0,Next Day Air,Yes,20,Venmo
25.0,Female,Socks,51.61849144692699,Georgia,M,Ruby Red,Fall,4.0,2-Day Shipping,Yes,0,Venmo
52.0,Female,Running Shoes,47.6913104224267,Texas,M,Pale peach,Summer,5.0,2-Day Shipping,Yes,14,Venmo
23.0,Female,Scarf,47.2372317314276,Tennessee,M,Burnt orange,Winter,5.0,Standard,Yes,8,Venmo
41.0,Male,Sunglasses,46.65683642389184,Wyoming,M,White,Spring,4.0,Standard,Yes,9,Venmo
44.0,Female,T-shirt,45.40239496586292,Washington,S,Pale peach,Spring,5.0,Standard,Yes,10,Venmo
39.0,Male,Handbag,64.43292331439795,North Carolina,M,Turquoise,Spring,4.0,2-Day Shipping,Yes,1,Venmo
28.0,Male,T-shirt,46.36324910639583,Indiana,M,White,Spring,4.0,2-Day Shipping,Yes,8,Venmo
19.0,Male,Jacket,43.554977756725016,Arkansas,XL,Brick red,Winter,4.0,2-Day Shipping,Yes,4,Venmo
41.0,Female,Dress,47.16438707428233,Alabama,L,Lemon yellow,Summer,4.0,2-Day Shipping,Yes,0,Venmo
23.0,Female,Scarf,48.54393226095896,Mississippi,M,Terra cotta,Fall,4.0,2-Day Shipping,Yes,4,Venmo
26.0,Male,Pajamas,49.81185709083774,Maryland,L,Ruby Red,Winter,5.0,2-Day Shipping,Yes,0,Venmo
27.0,Female,Running Shoes,58.55993458863029,Indiana,L,Lavender,Summer,5.0,2-Day Shipping,Yes,6,Venmo
44.0,Male,Belt,55.07382480457663,New Mexico,M,Ruby Red,Fall,4.0,Standard,Yes,5,Venmo
24.0,Male,Sunglasses,41.39624227822375,Iowa,L,Black,Fall,4.0,2-Day Shipping,Yes,2,Venmo
43.0,Female,Backpack,50.72623406938465,Connecticut,XL,Ruby Red,Fall,5.0,2-Day Shipping,Yes,5,Venmo
32.0,Male,Scarf,48.09440430257666,West Virginia,M,Muted mustard yellow,Winter,4.0,Standard,Yes,3,Venmo
21.0,Female,Pajamas,43.9403863828762,Wyoming,L,Mauve,Fall,5.0,Standard,Yes,20,Venmo
18.0,Female,Leggings,59.4967335218304,Montana,XL,Mauve,Winter,5.0,2-Day Shipping,Yes,8,Venmo
31.0,Male,Dress,54.47749434229943,Montana,S,Pale peach,Summer,4.0,2-Day Shipping,Yes,3,Venmo
37.0,Male,Pajamas,44.60055618249267,Alaska,S,Aubergine,Winter,4.0,2-Day Shipping,Yes,20,Venmo
21.0,Female,Gloves,49.43918082114448,North Dakota,M,Aubergine,Winter,4.0,2-Day Shipping,Yes,2,Venmo
